,trn,tst,oot
0,0.9833887043189369,0.8443223443223443,0.6195286195286195
1,0.9802306425041186,0.8451492537313433,0.5824915824915825
2,0.9777424483306836,0.8841463414634146,0.5892255892255892
3,0.98,0.8490909090909091,0.5858585858585859
4,0.9811320754716981,0.8681732580037664,0.6397306397306397
